timestamp,moisture,temperature
2025-11-26T23:42:17.473201,27.0,23.9
2025-11-26T23:42:22.616640,27.2,1.6
2025-11-26T23:42:27.758543,27.3,1.6
2025-11-26T23:42:32.901175,27.3,1.3
2025-11-26T23:42:38.053456,27.3,0.0
2025-11-26T23:42:43.242370,27.3,0.0
2025-11-26T23:44:03.499969,28.5,0.0
2025-11-26T23:44:08.643414,28.4,0.0
2025-11-26T23:44:13.796782,28.2,0.0
2025-11-26T23:44:18.988782,28.3,32.2
2025-11-26T23:44:24.131542,28.7,29.2
2025-11-26T23:44:29.277848,29.2,30.2
2025-11-26T23:44:34.421374,29.5,1.6
2025-11-26T23:44:39.575012,29.5,1.9
2025-11-26T23:44:44.763953,29.4,1.0
2025-11-26T23:44:49.907124,29.3,1.4
2025-11-26T23:44:55.053118,29.2,1.0
2025-11-26T23:45:00.195728,29.1,1.6
2025-11-26T23:45:05.348780,29.0,0.0
2025-11-26T23:45:10.537859,28.9,0.0
2025-11-26T23:45:15.682955,28.7,1.6
2025-11-26T23:45:20.828746,28.7,2.9
2025-11-26T23:45:25.971233,28.6,1.6
2025-11-26T23:45:31.126795,28.6,2.1
2025-11-26T23:45:36.315947,28.5,0.0
2025-11-26T23:45:41.460055,28.4,1.8
2025-11-26T23:45:46.605784,28.4,1.8
2025-11-26T23:45:51.747311,28.3,2.2
2025-11-26T23:45:56.900188,28.2,2.1
2025-11-26T23:46:02.089009,28.1,1.6
2025-11-26T23:46:07.231481,28.0,1.9
2025-11-26T23:46:12.380785,28.0,1.0
2025-11-26T23:46:17.521753,28.0,2.7
2025-11-26T23:46:22.675582,27.9,1.3
2025-11-26T23:46:27.864696,27.8,2.3
2025-11-26T23:46:33.006069,27.8,1.9
2025-11-26T23:46:38.156584,27.7,2.0
2025-11-26T23:46:43.297601,27.7,2.0
2025-11-26T23:46:48.453859,27.6,2.0
2025-11-26T23:46:53.645148,27.6,2.1
2025-11-26T23:46:58.790715,27.5,2.2
2025-11-26T23:47:03.936864,27.4,1.9
2025-11-26T23:47:09.081845,27.4,1.8
2025-11-26T23:47:14.237370,27.3,2.2
2025-11-26T23:47:19.428971,27.3,1.9
2025-11-26T23:47:24.573945,27.3,2.0
2025-11-26T23:47:29.720798,27.2,2.0
2025-11-26T23:47:34.866152,27.2,2.0
2025-11-26T23:47:40.020472,27.1,1.7
2025-11-26T23:47:45.211972,27.1,2.2
2025-11-26T23:47:50.354734,27.1,2.2
2025-11-26T23:47:55.501612,27.0,1.9
2025-11-26T23:48:00.646530,27.0,2.2
2025-11-26T23:48:05.801593,26.9,2.2
2025-11-26T23:48:10.992718,26.9,2.5
2025-11-26T23:48:16.137547,26.9,2.0
2025-11-26T23:48:21.282813,26.9,1.7
2025-11-26T23:48:26.427661,26.8,2.0
2025-11-26T23:48:31.602686,26.8,1.7
2025-11-26T23:48:36.832425,26.8,2.1
2025-11-26T23:48:41.976644,26.8,1.9
2025-11-26T23:48:47.132386,26.8,1.8
2025-11-26T23:48:52.323177,26.8,2.1
2025-11-26T23:48:57.466033,26.7,1.9
2025-11-26T23:49:02.614538,26.7,2.0
2025-11-26T23:49:07.757431,26.6,2.0
2025-11-26T23:49:12.912674,26.6,2.3
2025-11-26T23:49:18.104149,26.6,2.6
2025-11-26T23:49:23.246564,26.6,2.1
2025-11-26T23:49:28.393533,26.6,1.9
2025-11-26T23:49:37.047232,26.5,2.1
2025-11-26T23:49:42.201967,26.5,1.9
2025-11-26T23:49:48.943068,26.5,2.1
2025-11-26T23:49:54.087340,26.5,1.6
2025-11-26T23:49:59.232114,26.5,2.0
2025-11-26T23:50:04.385746,26.5,1.9
2025-11-26T23:50:09.574765,26.5,2.5
2025-11-26T23:50:14.715841,26.5,2.0
2025-11-26T23:50:19.865294,26.5,2.7
2025-11-26T23:50:25.007427,26.5,1.9
2025-11-26T23:50:30.161938,26.5,2.3
2025-11-26T23:50:35.350791,26.5,2.0
2025-11-26T23:50:40.491631,26.5,2.0
2025-11-26T23:50:45.639656,26.5,2.3
2025-11-26T23:50:50.780798,26.5,2.2
2025-11-26T23:50:55.933739,26.5,2.5
2025-11-26T23:51:01.122035,26.5,2.1
2025-11-26T23:51:06.263381,26.5,1.9
2025-11-26T23:51:11.411674,26.5,2.1
2025-11-26T23:51:16.552347,26.5,1.8
2025-11-26T23:51:21.705406,26.5,2.3
2025-11-26T23:51:26.894426,26.5,2.0
2025-11-26T23:51:32.035536,26.4,2.0
2025-11-26T23:51:37.185155,26.4,1.8
2025-11-26T23:51:42.333107,26.4,1.9
2025-11-26T23:51:47.564878,26.4,2.2
2025-11-26T23:51:52.706582,26.4,1.9
2025-11-26T23:51:57.847388,26.4,1.9
2025-11-26T23:52:03.000945,26.3,2.0
2025-11-26T23:52:08.190623,26.4,2.7
2025-11-26T23:52:13.333668,26.4,2.6
2025-11-26T23:52:18.481716,26.4,2.6
2025-11-26T23:52:23.624852,26.4,0.0
2025-11-26T23:52:28.778380,26.4,1.7
2025-11-26T23:52:33.969975,26.4,2.1
2025-11-26T23:52:39.111543,26.4,2.5
2025-11-26T23:52:44.259543,26.4,2.1
2025-11-26T23:52:49.401264,26.4,2.2
2025-11-26T23:52:54.541948,26.4,2.1
2025-11-26T23:52:59.749320,26.4,2.2
2025-11-26T23:53:04.907814,26.4,2.0
2025-11-26T23:53:10.049136,26.4,2.1
2025-11-26T23:53:15.191964,26.4,1.7
2025-11-26T23:53:20.346609,26.4,2.1
2025-11-26T23:53:25.535016,26.4,1.9
2025-11-26T23:53:30.676579,26.4,2.5
2025-11-26T23:53:35.826636,26.4,2.5
2025-11-26T23:53:40.967890,26.4,1.9
2025-11-26T23:53:46.108753,26.3,1.8
2025-11-26T23:53:51.314401,26.4,2.2
2025-11-26T23:53:56.458122,26.4,1.6
2025-11-26T23:54:01.603422,26.3,2.1
2025-11-26T23:54:06.744802,26.3,1.9
2025-11-26T23:54:11.898866,26.4,2.2
2025-11-26T23:54:17.088175,26.3,1.8
2025-11-26T23:54:22.229548,26.3,1.6
2025-11-26T23:54:27.378363,26.3,1.7
2025-11-26T23:54:36.036881,26.3,2.1
2025-11-26T23:54:41.186317,26.3,2.5
2025-11-26T23:54:46.375247,26.3,1.7
2025-11-26T23:54:51.516999,26.3,2.5
2025-11-26T23:54:57.231470,26.3,1.7
2025-11-26T23:55:02.952797,26.3,2.3
2025-11-26T23:55:08.106394,26.3,1.9
2025-11-26T23:55:13.296761,26.3,2.9
2025-11-26T23:55:18.440214,26.3,2.1
2025-11-26T23:55:23.592290,26.3,1.8
2025-11-26T23:55:28.737238,26.3,1.5
2025-11-26T23:55:33.890629,26.3,1.5
2025-11-26T23:55:39.080155,26.3,1.1
2025-11-26T23:55:44.223408,26.3,1.3
2025-11-26T23:55:49.373518,26.3,2.5
2025-11-26T23:55:54.516559,26.3,2.0
2025-11-26T23:55:59.671080,26.3,1.4
2025-11-26T23:56:04.861585,26.3,2.8
2025-11-26T23:56:10.003608,26.3,1.6
2025-11-26T23:56:15.155543,26.4,2.8
2025-11-26T23:56:20.301495,26.4,1.7
2025-11-26T23:56:30.840828,26.4,2.3
2025-11-26T23:56:35.983017,26.4,2.0
2025-11-26T23:56:41.128071,26.4,1.9
2025-11-26T23:56:48.612774,26.4,2.0
2025-11-26T23:56:53.816874,26.4,2.2
2025-11-26T23:56:58.958496,26.4,1.9
2025-11-26T23:57:04.106606,26.5,2.3
2025-11-26T23:57:09.251882,26.5,2.6
2025-11-26T23:57:21.040591,26.5,2.2
2025-11-26T23:57:26.196052,26.5,1.7
2025-11-26T23:57:36.148503,26.5,1.3
2025-11-26T23:57:41.292333,26.5,2.1
2025-11-26T23:57:46.437716,26.5,2.1
2025-11-26T23:57:51.580397,26.5,2.0
2025-11-26T23:57:56.736284,26.5,2.1
2025-11-26T23:58:01.927232,26.5,1.7
2025-11-26T23:58:07.071924,26.5,2.7
2025-11-26T23:58:12.216747,26.5,2.0
2025-11-26T23:58:17.360073,26.5,2.6
2025-11-26T23:58:22.516621,26.5,2.1
2025-11-26T23:58:27.707466,26.5,2.2
2025-11-26T23:58:32.851919,26.5,2.3
2025-11-26T23:58:37.997001,26.5,30.8
2025-11-26T23:58:43.141765,27.2,29.6
2025-11-26T23:58:48.296505,28.0,29.8
2025-11-26T23:58:53.488792,28.6,34.2
2025-11-26T23:58:58.634876,29.4,1.9
2025-11-26T23:59:03.777470,29.7,2.2
2025-11-26T23:59:08.921333,29.7,2.2
2025-11-26T23:59:14.075591,29.6,1.6
2025-11-26T23:59:19.266818,29.5,2.0
2025-11-26T23:59:24.409707,29.4,1.6
2025-11-26T23:59:29.555529,29.3,1.9
2025-11-26T23:59:34.698388,29.2,1.7
2025-11-26T23:59:39.854404,29.1,2.2
2025-11-26T23:59:45.044725,29.0,1.7
2025-11-26T23:59:50.189670,28.9,1.7
2025-11-26T23:59:55.332240,28.7,1.8
2025-11-27T00:00:00.475996,28.6,1.6
2025-11-27T00:00:05.629700,28.6,2.3
2025-11-27T00:00:10.820527,28.5,1.7
2025-11-27T00:00:15.963913,28.4,1.9
2025-11-27T00:00:21.115520,28.3,2.2
2025-11-27T00:00:26.257403,28.3,1.8
2025-11-27T00:00:31.412677,28.2,1.4
2025-11-27T00:00:36.604594,28.1,2.1
2025-11-27T00:00:41.748505,28.0,1.7
2025-11-27T00:00:46.893951,27.9,1.9
2025-11-27T00:00:52.036786,27.9,1.3
2025-11-27T00:00:57.192335,27.8,2.0
2025-11-27T00:01:02.382380,27.8,2.5
2025-11-27T00:01:07.527846,27.8,1.7
2025-11-27T00:01:12.672899,27.7,1.0
2025-11-27T00:01:17.817167,27.6,1.4
2025-11-27T00:01:22.971563,27.6,2.0
2025-11-27T00:01:28.163260,27.6,1.8
2025-11-27T00:01:33.306221,27.5,1.8
2025-11-27T00:01:38.453339,27.5,2.0
2025-11-27T00:01:43.598192,27.4,1.8
2025-11-27T00:01:48.753129,27.4,1.3
2025-11-27T00:01:53.944103,27.4,2.0
2025-11-27T00:01:59.090295,27.4,1.7
2025-11-27T00:02:04.235188,27.3,2.0
2025-11-27T00:02:09.377883,27.3,2.5
2025-11-27T00:02:14.530343,27.2,2.1
2025-11-27T00:02:19.718943,27.2,1.7
2025-11-27T00:02:24.861100,27.2,1.6
2025-11-27T00:02:30.006754,27.2,2.2
2025-11-27T00:02:35.149452,27.2,2.0
2025-11-27T00:02:40.303042,27.1,2.1
2025-11-27T00:02:45.494568,27.1,2.0
2025-11-27T00:02:50.635965,27.1,2.1
2025-11-27T00:05:01.519157,26.6,1.7
2025-11-27T00:05:06.744200,26.6,2.2
2025-11-27T00:05:11.888851,26.6,1.8
2025-11-27T00:05:17.042253,26.6,1.9
2025-11-27T00:05:22.233285,26.6,1.4
2025-11-27T00:05:27.376417,26.6,2.1
2025-11-27T00:05:32.520246,26.6,1.5
2025-11-27T00:05:37.663240,26.6,1.5
2025-11-27T00:05:42.815770,26.6,1.9
2025-11-27T00:05:48.006322,26.6,1.3
2025-11-27T00:05:53.149610,26.6,1.5
2025-11-27T00:05:58.295897,26.5,1.8
2025-11-27T00:06:03.440697,26.5,1.8
2025-11-27T00:06:08.595017,26.5,1.8
2025-11-27T00:06:13.786844,26.5,2.3
2025-11-27T00:06:18.931101,26.4,2.3
2025-11-27T00:06:24.074488,26.4,1.1
2025-11-27T00:06:29.217208,26.5,1.6
2025-11-27T00:06:34.371782,26.5,1.3
2025-11-27T00:06:39.563166,26.5,1.8
2025-11-27T00:06:44.707292,26.5,2.6
2025-11-27T00:06:49.852792,26.5,1.3
2025-11-27T00:06:54.998243,26.5,1.5
2025-11-27T00:07:00.149879,26.5,1.8
2025-11-27T00:07:05.340268,26.5,1.9
2025-11-27T00:07:10.485728,26.5,1.7
2025-11-27T00:07:15.631133,26.5,2.0
2025-11-27T00:07:20.776861,26.5,7.1
2025-11-27T00:07:25.950637,26.5,4.4
2025-11-27T00:07:31.179959,26.5,5.8
2025-11-27T00:07:36.325182,26.6,1.6
2025-11-27T00:07:41.480981,26.6,0.0
2025-11-27T00:07:46.672333,26.6,0.0
2025-11-27T00:07:51.817646,26.6,2.2
2025-11-27T00:07:56.963614,26.6,1.8
2025-11-27T00:08:02.109780,26.6,1.0
2025-11-27T00:08:07.264620,26.6,1.1
2025-11-27T00:08:12.456211,26.7,2.1
2025-11-27T00:08:17.602607,26.6,1.8
2025-11-27T00:08:22.749409,26.7,1.9
2025-11-27T00:08:27.894441,26.7,2.0
2025-11-27T00:08:33.047822,26.7,2.7
2025-11-27T00:08:38.238399,26.7,2.6
2025-11-27T00:08:43.384070,26.8,2.2
2025-11-27T00:08:48.529749,26.8,2.0
2025-11-27T00:08:53.676386,26.8,1.9
2025-11-27T00:08:58.831259,26.8,1.8
2025-11-27T00:09:04.022336,26.8,0.0
2025-11-27T00:09:09.168226,26.8,0.0
2025-11-27T00:09:14.313843,26.8,1.1
2025-11-27T00:09:19.455882,26.8,2.3
2025-11-27T00:09:24.610076,26.9,1.8
2025-11-27T00:09:29.799367,26.9,2.0
2025-11-27T00:09:34.944695,26.8,1.6
2025-11-27T00:09:40.090436,26.8,1.9
2025-11-27T00:09:45.234165,26.8,1.9
2025-11-27T00:09:50.387776,26.8,2.0
2025-11-27T00:09:55.578986,26.8,1.3
2025-11-27T00:10:00.722881,26.9,1.8
2025-11-27T00:10:05.868788,26.8,1.8
2025-11-27T00:10:11.010738,26.9,2.6
2025-11-27T00:10:16.162693,26.9,1.5
2025-11-27T00:10:21.351809,26.9,1.7
2025-11-27T00:10:26.493736,26.9,2.8
2025-11-27T00:10:31.639469,26.9,1.0
2025-11-27T00:10:36.784310,26.9,1.4
2025-11-27T00:10:41.938865,26.9,2.7
2025-11-27T00:10:47.130190,26.9,1.4
2025-11-27T00:10:52.275989,26.9,1.7
2025-11-27T00:10:57.435553,26.9,1.7
2025-11-27T00:11:02.581329,26.8,2.1
2025-11-27T00:11:07.737195,26.8,2.1
2025-11-27T00:11:12.928566,26.8,1.6
2025-11-27T00:11:18.074437,26.8,1.7
2025-11-27T00:11:23.232773,26.8,1.7
2025-11-27T00:11:28.379071,26.8,1.8
2025-11-27T00:11:33.534120,26.8,2.3
2025-11-27T00:11:38.725915,26.8,1.1
2025-11-27T00:11:43.871414,26.8,1.5
2025-11-27T00:11:49.018338,26.7,2.0
2025-11-27T00:11:54.162639,26.7,2.0
2025-11-27T00:11:59.318308,26.7,1.7
2025-11-27T00:12:04.510097,26.7,2.6
2025-11-27T00:12:09.656497,26.7,1.7
2025-11-27T00:12:14.802025,26.6,1.7
2025-11-27T00:12:19.947718,26.7,1.9
2025-11-27T00:12:25.102426,26.6,1.7
2025-11-27T00:12:30.293840,26.6,1.9
2025-11-27T00:12:35.436806,26.6,2.2
2025-11-27T00:12:40.585565,26.6,1.9
2025-11-27T00:12:45.728479,26.6,2.2
2025-11-27T00:12:50.902743,26.6,1.9
2025-11-27T00:12:56.132942,26.6,1.1
2025-11-27T00:13:01.274099,26.6,1.8
2025-11-27T00:13:06.427810,26.6,2.2
2025-11-27T00:13:11.616623,26.6,1.3
2025-11-27T00:13:16.759113,26.6,1.7
2025-11-27T00:13:21.907325,26.6,1.8
2025-11-27T00:13:27.048006,26.6,1.9
2025-11-27T00:13:32.200446,26.6,1.9
2025-11-27T00:13:37.389147,26.6,2.2
2025-11-27T00:13:42.531303,26.7,1.4
2025-11-27T00:13:47.680725,26.7,2.5
2025-11-27T00:13:52.823515,26.7,1.3
2025-11-27T00:13:57.976129,26.7,1.8
2025-11-27T00:14:03.165511,26.7,2.1
2025-11-27T00:14:08.310828,26.7,0.0
2025-11-27T00:14:13.455813,26.7,2.1
2025-11-27T00:14:18.598962,26.8,1.3
2025-11-27T00:14:23.754132,26.8,2.2
2025-11-27T00:14:28.945313,26.8,1.6
2025-11-27T00:14:34.091707,26.8,2.1
2025-11-27T00:14:39.237863,26.8,2.2
2025-11-27T00:14:44.382779,26.8,2.0
2025-11-27T00:14:49.534569,26.8,1.6
2025-11-27T00:14:54.722639,26.8,2.1
2025-11-27T00:14:59.867650,26.8,2.0
2025-11-27T00:15:05.012380,26.8,2.0
2025-11-27T00:15:10.155854,26.7,1.8
2025-11-27T00:15:15.310561,26.8,2.0
2025-11-27T00:15:20.500258,26.7,2.0
2025-11-27T00:15:25.646099,26.7,1.9
2025-11-27T00:15:30.791485,26.7,1.7
2025-11-27T00:15:35.934274,26.8,1.8
2025-11-27T00:15:41.088377,26.7,1.9
2025-11-27T00:15:46.278273,26.7,2.6
2025-11-27T00:15:51.424241,26.7,2.0
2025-11-27T00:15:56.570059,26.7,1.9
2025-11-27T00:16:01.715626,26.7,2.3
2025-11-27T00:16:06.870283,26.8,2.1
2025-11-27T00:16:12.062110,26.8,2.3
2025-11-27T00:16:17.208415,26.8,2.3
2025-11-27T00:16:22.352659,26.8,2.2
2025-11-27T00:16:27.494314,26.8,2.0
2025-11-27T00:16:32.635568,26.8,2.3
2025-11-27T00:16:37.842303,26.8,1.6
2025-11-27T00:16:42.987842,26.7,2.1
2025-11-27T00:16:48.136965,26.8,1.5
2025-11-27T00:16:53.280108,26.8,2.3
2025-11-27T00:16:58.434700,26.7,2.5
2025-11-27T00:17:03.624319,26.8,2.3
2025-11-27T00:17:08.770037,26.8,2.5
2025-11-27T00:17:13.914377,26.8,2.2
2025-11-27T00:17:19.057217,26.8,2.0
2025-11-27T00:17:24.212134,26.8,2.2
2025-11-27T00:17:29.402889,26.8,2.7
2025-11-27T00:17:34.548745,26.8,2.2
2025-11-27T00:17:39.693461,26.8,1.7
2025-11-27T00:17:44.835640,26.8,1.7
2025-11-27T00:17:49.989297,26.8,2.2
2025-11-27T00:17:55.180242,26.8,1.8
2025-11-27T00:18:00.325981,26.8,1.8
2025-11-27T00:18:05.470766,26.8,1.6
2025-11-27T00:18:10.614681,26.8,2.0
2025-11-27T00:18:15.756126,26.8,2.0
2025-11-27T00:18:20.961356,26.8,2.1
2025-11-27T00:18:26.103086,26.8,1.9
2025-11-27T00:18:31.250585,26.8,2.3
2025-11-27T00:18:36.391914,26.8,1.7
2025-11-27T00:18:41.544956,26.8,1.8
2025-11-27T00:18:46.734501,26.8,1.5
2025-11-27T00:18:51.878902,26.8,2.1
2025-11-27T00:18:57.027786,26.8,2.3
2025-11-27T00:19:02.173108,26.8,2.3
2025-11-27T00:19:07.327444,26.8,2.5
2025-11-27T00:19:12.517275,26.8,3.3
2025-11-27T00:19:17.661881,26.8,1.7
2025-11-27T00:19:22.821960,26.8,2.1
2025-11-27T00:19:27.967528,26.9,1.8
2025-11-27T00:19:33.120214,26.9,1.5
2025-11-27T00:19:38.311794,26.9,1.7
2025-11-27T00:19:43.455607,26.9,2.3
2025-11-27T00:19:48.600722,26.9,1.8
2025-11-27T00:19:53.742297,26.9,1.9
2025-11-27T00:19:58.896311,26.9,1.7
2025-11-27T00:20:04.086118,26.9,2.8
2025-11-27T00:20:09.227965,26.9,2.0
2025-11-27T00:20:14.374919,26.9,1.9
2025-11-27T00:20:19.517998,26.9,1.8
2025-11-27T00:20:24.673131,26.9,2.2
2025-11-27T00:20:29.863966,26.9,2.2
2025-11-27T00:20:35.009988,26.9,1.5
2025-11-27T00:20:40.153052,26.9,2.3
2025-11-27T00:20:45.294383,26.9,2.1
2025-11-27T00:20:50.451311,26.9,1.9
2025-11-27T00:20:55.643472,26.9,1.9
2025-11-27T00:21:00.787698,26.8,2.6
2025-11-27T00:21:05.931866,26.8,1.4
2025-11-27T00:21:11.074607,26.8,1.9
2025-11-27T00:28:28.403657,26.8,2.1
2025-11-27T00:28:33.550890,26.8,2.5
2025-11-27T00:28:38.693665,26.8,1.1
2025-11-27T00:28:43.913694,26.8,2.0
2025-11-27T00:28:49.062312,26.8,2.0
2025-11-27T00:28:54.203154,26.8,2.3
2025-11-27T00:28:59.414631,26.8,2.5
2025-11-27T00:29:04.556949,26.8,2.0
2025-11-27T00:29:09.698004,26.8,2.2
2025-11-27T00:29:14.908721,26.8,2.1
2025-11-27T00:29:20.053527,26.7,1.9
2025-11-27T00:29:25.207036,26.8,1.9
2025-11-27T00:29:30.455870,26.7,2.2
2025-11-27T00:29:35.606726,26.7,2.0
2025-11-27T00:29:40.750238,26.7,2.1
2025-11-27T00:29:45.989095,26.7,1.9
2025-11-27T00:29:51.130716,26.7,1.9
2025-11-27T00:29:56.348558,26.7,2.0
2025-11-27T00:30:01.491160,26.7,1.9
2025-11-27T00:30:06.679766,26.7,2.2
2025-11-27T00:30:11.967648,26.6,1.7
2025-11-27T00:30:17.185809,26.6,2.0
2025-11-27T00:30:22.327564,26.7,2.3
2025-11-27T00:30:27.545279,26.6,2.1
2025-11-27T00:30:32.689134,26.6,1.8
2025-11-27T00:30:37.830943,26.6,1.9
2025-11-27T00:30:43.049163,26.6,1.8
2025-11-27T00:30:48.190592,26.7,2.1
2025-11-27T00:30:53.331963,26.6,2.2
2025-11-27T00:30:58.551355,26.6,2.3
2025-11-27T00:31:03.700866,26.6,2.3
2025-11-27T00:31:08.843861,26.6,2.3
2025-11-27T00:31:14.052807,26.6,2.0
2025-11-27T00:31:19.198339,26.6,2.5
2025-11-27T00:31:24.341496,26.6,1.9
2025-11-27T00:31:29.549713,26.6,2.1
2025-11-27T00:31:34.692656,26.7,1.9
2025-11-27T00:31:39.837791,26.6,2.1
2025-11-27T00:31:45.046827,26.6,1.9
2025-11-27T00:31:50.192255,26.6,2.5
2025-11-27T00:31:55.336228,26.6,2.1
2025-11-27T00:32:00.546593,26.6,2.1
2025-11-27T00:32:05.688931,26.6,1.9
2025-11-27T00:32:10.833354,26.6,2.2
2025-11-27T00:32:16.043471,26.6,1.9
2025-11-27T00:32:21.185816,26.6,2.8
2025-11-27T00:32:26.328015,26.6,2.1
2025-11-27T00:32:31.537342,26.6,2.1
2025-11-27T00:32:36.681461,26.6,2.6
2025-11-27T00:32:41.825832,26.6,2.6
2025-11-27T00:32:47.035871,26.6,2.2
2025-11-27T00:32:52.179770,26.6,1.9
2025-11-27T00:32:57.323923,26.6,2.2
2025-11-27T00:33:02.534091,26.6,1.8
2025-11-27T00:33:07.675308,26.6,2.5
2025-11-27T00:33:12.817697,26.6,1.0
2025-11-27T00:33:18.027879,26.6,2.1
2025-11-27T00:33:23.172577,26.6,2.7
2025-11-27T00:33:28.317800,26.6,1.9
2025-11-27T00:33:33.526863,26.6,2.6
2025-11-27T00:33:38.668731,26.6,1.8
2025-11-27T00:33:43.811690,26.6,2.1
2025-11-27T00:41:20.515783,26.6,2.3
2025-11-27T00:41:25.670375,26.7,1.8
2025-11-27T00:41:30.811727,26.7,1.5
2025-11-27T00:41:35.964398,26.7,0.0
2025-11-27T00:41:41.154204,26.6,2.6
2025-11-27T00:41:46.295955,26.6,2.3
2025-11-27T00:41:51.441839,26.7,1.6
2025-11-27T00:41:56.604039,26.7,1.6
2025-11-27T00:42:01.757057,26.7,1.6
2025-11-27T00:42:06.946664,26.7,1.3
2025-11-27T00:42:12.087946,26.7,1.8
2025-11-27T00:42:17.233396,26.7,2.2
2025-11-27T00:42:22.374385,26.7,1.4
2025-11-27T00:42:27.526275,26.7,2.3
2025-11-27T00:42:32.715084,26.7,2.5
2025-11-27T00:42:37.856175,26.6,2.2
2025-11-27T00:42:43.001020,26.7,2.2
2025-11-27T00:42:48.142102,26.6,1.9
2025-11-27T00:42:53.294419,26.6,1.4
2025-11-27T00:42:58.483509,26.7,1.5
2025-11-27T00:43:03.628283,26.6,1.9
2025-11-27T00:43:08.772648,26.6,1.9
2025-11-27T00:43:13.918888,26.6,1.9
2025-11-27T00:43:19.069094,26.6,2.1
2025-11-27T00:43:24.259211,26.6,0.0
2025-11-27T00:43:29.404214,26.6,2.1
2025-11-27T00:43:34.547148,26.6,2.7
2025-11-27T00:43:39.692095,26.7,2.0
2025-11-27T00:43:44.843973,26.7,1.3
2025-11-27T00:43:50.034862,26.7,1.6
2025-11-27T00:43:55.178692,26.7,2.1
2025-11-27T00:44:00.323628,26.7,1.9
2025-11-27T00:44:05.468998,26.6,2.5
